"Lake","ATS Year","Date","Sounder Type","#Transects","#Targets","#Trawls","Surface Trawls","Trawl Time (min)","#Fish","#Sockeye","#Stickleback","Others"
"Kennedy Lake (Clay)","1986",1986-09-17,"FURUNO FM 22         ",16,3035,6,1,90,14,10,4,0
"Kennedy Lake (Clay)","1986",1986-09-18,NA,NA,NA,5,0,76,6,3,3,0
"Kennedy Lake (Clay)","1986",1986-10-08,"SIMRAD               ",16,7601,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1986",1986-10-09,"FURUNO FM 22         ",16,3177,3,0,45,13,7,6,0
"Kennedy Lake (Clay)","1986",1986-10-10,NA,NA,NA,15,1,225,126,11,115,0
"Kennedy Lake (Clay)","1986",1986-10-11,NA,NA,NA,1,0,15,2,1,1,0
"Kennedy Lake (Clay)","1986",1986-11-19,"SIMRAD               ",16,5649,1,0,15,1,0,1,0
"Kennedy Lake (Clay)","1986",1986-11-20,"FURUNO FM 22         ",16,5866,13,3,195,66,11,55,0
"Kennedy Lake (Clay)","1986",1987-02-26,"SIMRAD               ",16,7291,6,2,0,40,9,31,0
"Kennedy Lake (Clay)","1987",1987-04-22,"SIMRAD               ",16,5811,2,1,0,73,53,20,0
"Kennedy Lake (Clay)","1987",1987-04-23,NA,NA,NA,4,2,0,253,225,28,0
"Kennedy Lake (Clay)","1987",1987-04-28,NA,NA,NA,1,1,0,57,5,50,2
"Kennedy Lake (Clay)","1987",1987-06-19,"SIMRAD               ",16,2954,2,0,0,166,162,4,0
"Kennedy Lake (Clay)","1987",1987-06-20,NA,NA,NA,3,2,0,47,23,24,0
"Kennedy Lake (Clay)","1987",1987-08-16,"SIMRAD               ",16,6869,4,0,0,136,47,89,0
"Kennedy Lake (Clay)","1987",1987-08-17,NA,NA,NA,3,0,0,158,135,23,0
"Kennedy Lake (Clay)","1987",1987-11-13,NA,NA,NA,5,1,0,43,26,17,0
"Kennedy Lake (Clay)","1987",1987-11-14,"SIMRAD               ",16,6030,2,0,0,4,2,2,0
"Kennedy Lake (Clay)","1987",1988-03-06,"SIMRAD               ",16,4962,8,3,0,16,4,12,0
"Kennedy Lake (Clay)","1987",1988-03-07,NA,NA,NA,1,0,0,2,0,2,0
"Kennedy Lake (Clay)","1988",1988-05-31,"SIMRAD               ",16,5982,1,0,0,33,28,5,0
"Kennedy Lake (Clay)","1988",1988-06-01,NA,NA,NA,4,2,0,226,204,21,1
"Kennedy Lake (Clay)","1988",1988-07-20,"SIMRAD               ",16,5688,3,1,0,135,49,85,1
"Kennedy Lake (Clay)","1988",1988-07-21,NA,NA,NA,3,0,0,45,37,8,0
"Kennedy Lake (Clay)","1988",1988-10-18,"SIMRAD               ",16,14115,2,0,0,18,18,0,0
"Kennedy Lake (Clay)","1988",1988-10-19,NA,NA,NA,6,2,0,22,14,8,0
"Kennedy Lake (Clay)","1988",1988-10-20,NA,NA,NA,2,0,0,12,4,8,0
"Kennedy Lake (Clay)","1988",1989-02-26,"SIMRAD               ",16,9556,6,0,0,211,25,186,0
"Kennedy Lake (Clay)","1988",1989-02-27,NA,NA,NA,3,2,0,14,5,9,0
"Kennedy Lake (Clay)","1989",1989-06-03,"SIMRAD               ",16,7463,4,2,0,263,204,58,1
"Kennedy Lake (Clay)","1989",1989-06-04,NA,NA,NA,2,0,0,326,151,175,0
"Kennedy Lake (Clay)","1989",1989-09-28,"SIMRAD               ",16,13225,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1989",1989-09-29,"SIMRAD               ",16,13916,3,0,0,88,54,34,0
"Kennedy Lake (Clay)","1989",1989-09-30,"SIMRAD               ",16,15381,2,0,0,194,107,87,0
"Kennedy Lake (Clay)","1989",1990-02-17,"SIMRAD               ",16,15695,6,2,0,99,48,51,0
"Kennedy Lake (Clay)","1989",1990-02-18,NA,NA,NA,2,0,0,16,10,6,0
"Kennedy Lake (Clay)","1990",1990-05-27,"SIMRAD               ",16,1533,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1990",1990-05-28,NA,NA,NA,3,1,0,34,3,31,0
"Kennedy Lake (Clay)","1990",1990-05-29,NA,NA,NA,2,2,0,21,3,18,0
"Kennedy Lake (Clay)","1990",1990-05-31,NA,NA,NA,1,0,0,9,8,1,0
"Kennedy Lake (Clay)","1990",1990-06-01,NA,NA,NA,4,0,0,174,4,170,0
"Kennedy Lake (Clay)","1990",1990-07-18,"SIMRAD               ",16,2590,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1990",1990-09-09,"SIMRAD               ",16,2453,3,1,0,162,3,159,0
"Kennedy Lake (Clay)","1990",1990-09-10,NA,NA,NA,8,1,0,314,9,305,0
"Kennedy Lake (Clay)","1990",1991-02-17,"SIMRAD               ",16,5236,3,1,0,16,2,14,0
"Kennedy Lake (Clay)","1990",1991-02-18,NA,NA,NA,2,0,0,6,1,5,0
"Kennedy Lake (Clay)","1991",1991-10-22,"SIMRAD               ",16,9424,3,1,0,26,3,23,0
"Kennedy Lake (Clay)","1991",1991-10-23,NA,NA,NA,3,0,0,27,6,21,0
"Kennedy Lake (Clay)","1992",1993-02-10,"SIMRAD               ",16,9715,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1993",1993-10-21,"SIMRAD               ",16,5442,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1993",1994-02-10,"SIMRAD               ",16,5406,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1994",1994-10-28,"SIMRAD               ",16,8428,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1994",1995-01-13,"SIMRAD               ",16,5304,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1995",1995-07-25,"SIMRAD               ",16,2486,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1995",1995-07-26,"SIMRAD               ",16,2385,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1995",1995-10-27,"SIMRAD               ",16,3217,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1995",1996-02-11,NA,NA,NA,1,1,0,3,0,3,0
"Kennedy Lake (Clay)","1995",1996-02-12,"SIMRAD               ",16,3245,9,1,0,77,2,75,0
"Kennedy Lake (Clay)","1996",1996-10-31,"SIMRAD               ",16,5672,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1996",1997-02-20,NA,NA,NA,4,0,0,82,0,82,0
"Kennedy Lake (Clay)","1997",1997-10-16,"SIMRAD               ",16,5436,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1997",1998-02-16,"SIMRAD               ",16,5241,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","1999",2000-02-01,"SIMRAD               ",16,5194,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","2000",2000-10-25,"SIMRAD               ",16,6481,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","2001",2002-02-25,"SIMRAD               ",16,5703,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","2002",2002-12-17,"SIMRAD               ",16,7807,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","2004",2005-02-09,"SIMRAD               ",16,6258,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","2005",2006-02-22,"SIMRAD               ",16,4323,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Clay)","2006",2007-01-15,"SIMRAD               ",16,4015,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1977",1977-08-15,NA,NA,NA,3,0,70,47,37,10,0
"Kennedy Lake (Main)","1977",1977-08-16,NA,NA,NA,2,0,55,201,145,56,0
"Kennedy Lake (Main)","1977",1977-09-20,"FURUNO FM 22         ",15,10013,4,0,80,292,57,235,0
"Kennedy Lake (Main)","1977",1977-09-21,NA,NA,NA,2,0,40,571,44,527,0
"Kennedy Lake (Main)","1977",1978-02-08,"FURUNO FM 22         ",15,7552,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1977",1978-02-09,NA,NA,NA,4,0,85,634,96,538,0
"Kennedy Lake (Main)","1978",1978-08-14,"FURUNO FM 22         ",15,9357,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1978",1978-08-16,NA,NA,NA,2,0,25,135,20,115,0
"Kennedy Lake (Main)","1978",1978-08-17,NA,NA,NA,2,0,30,172,13,159,0
"Kennedy Lake (Main)","1978",1978-09-12,NA,NA,NA,2,0,25,93,24,69,0
"Kennedy Lake (Main)","1978",1978-09-13,NA,NA,NA,2,0,30,163,32,131,0
"Kennedy Lake (Main)","1978",1978-11-16,"FURUNO FM 22         ",15,8055,3,0,45,281,14,267,0
"Kennedy Lake (Main)","1979",1979-07-26,NA,NA,NA,1,0,15,123,5,118,0
"Kennedy Lake (Main)","1979",1979-07-27,NA,NA,NA,2,0,20,690,16,674,0
"Kennedy Lake (Main)","1979",1979-09-12,NA,NA,NA,4,0,45,773,108,665,0
"Kennedy Lake (Main)","1979",1979-09-13,NA,NA,NA,2,0,35,261,16,245,0
"Kennedy Lake (Main)","1979",1979-11-07,NA,NA,NA,5,0,50,502,20,482,0
"Kennedy Lake (Main)","1979",1980-01-22,"FURUNO FM 22         ",15,14208,3,0,40,533,67,466,0
"Kennedy Lake (Main)","1979",1980-01-23,NA,NA,NA,2,0,35,513,103,410,0
"Kennedy Lake (Main)","1980",1981-02-03,"FURUNO FM 22         ",15,16304,4,0,70,890,27,863,0
"Kennedy Lake (Main)","1981",1981-09-03,NA,NA,NA,3,1,35,259,10,249,0
"Kennedy Lake (Main)","1981",1981-09-04,"FURUNO FM 22         ",15,6257,3,0,40,933,55,878,0
"Kennedy Lake (Main)","1981",1981-12-15,"FURUNO FM 22         ",15,8001,2,1,35,1085,38,1047,0
"Kennedy Lake (Main)","1981",1982-03-10,"FURUNO FM 22         ",15,4077,4,0,65,422,19,399,4
"Kennedy Lake (Main)","1982",1982-09-14,"FURUNO FM 22         ",15,12362,5,1,50,980,147,831,2
"Kennedy Lake (Main)","1982",1982-09-15,NA,NA,NA,1,0,5,370,275,95,0
"Kennedy Lake (Main)","1982",1983-03-23,"FURUNO FM 22         ",15,1802,4,1,85,80,47,33,0
"Kennedy Lake (Main)","1983",1983-09-13,"SIMRAD               ",15,9551,3,1,40,940,650,289,1
"Kennedy Lake (Main)","1983",1983-09-14,NA,NA,NA,2,0,25,240,71,169,0
"Kennedy Lake (Main)","1983",1983-10-04,"FURUNO FM 22         ",15,8397,4,1,40,449,218,230,1
"Kennedy Lake (Main)","1983",1983-10-05,NA,NA,NA,1,0,10,48,32,16,0
"Kennedy Lake (Main)","1984",1984-09-28,"FURUNO FM 22         ",15,10114,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1984",1984-11-19,"FURUNO FM 22         ",15,7387,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1985",1985-06-03,"SIMRAD               ",15,3598,2,0,30,4,0,4,0
"Kennedy Lake (Main)","1985",1985-06-04,NA,NA,NA,2,1,30,27,0,27,0
"Kennedy Lake (Main)","1985",1985-12-11,"SIMRAD               ",15,14929,3,1,45,312,0,312,0
"Kennedy Lake (Main)","1985",1985-12-12,"FURUNO FM 22         ",15,6128,2,0,30,64,0,64,0
"Kennedy Lake (Main)","1986",1986-06-26,"SIMRAD               ",15,5546,1,0,15,3,1,2,0
"Kennedy Lake (Main)","1986",1986-06-27,NA,NA,NA,3,1,45,15,2,13,0
"Kennedy Lake (Main)","1986",1986-09-18,"FURUNO FM 22         ",15,6543,5,1,60,14,0,14,0
"Kennedy Lake (Main)","1986",1986-09-19,"SIMRAD               ",15,12553,4,1,60,9,0,9,0
"Kennedy Lake (Main)","1986",1986-10-07,"SIMRAD               ",15,21469,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1986",1986-10-08,"SIMRAD               ",15,17599,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1986",1986-10-09,"FURUNO FM 22         ",15,7583,11,2,169,204,3,201,0
"Kennedy Lake (Main)","1986",1986-11-19,"FURUNO FM 22         ",15,6821,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1986",1986-11-20,"SIMRAD               ",15,11567,7,1,101,99,0,99,0
"Kennedy Lake (Main)","1986",1986-11-21,"SIMRAD               ",15,14017,1,0,16,16,0,16,0
"Kennedy Lake (Main)","1986",1987-02-25,NA,NA,NA,7,1,0,557,41,516,0
"Kennedy Lake (Main)","1986",1987-02-26,"SIMRAD               ",15,10186,1,0,0,1,0,1,0
"Kennedy Lake (Main)","1987",1987-04-23,"SIMRAD               ",15,5975,2,0,0,364,2,361,1
"Kennedy Lake (Main)","1987",1987-04-24,"SIMRAD               ",15,6044,2,2,0,36,4,32,0
"Kennedy Lake (Main)","1987",1987-11-14,"SIMRAD               ",15,10315,5,1,0,110,1,109,0
"Kennedy Lake (Main)","1987",1987-11-15,NA,NA,NA,2,2,0,6,0,6,0
"Kennedy Lake (Main)","1987",1988-03-07,"SIMRAD               ",15,6963,5,2,0,70,7,63,0
"Kennedy Lake (Main)","1988",1988-05-29,"SIMRAD               ",15,4502,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1988",1988-07-18,"SIMRAD               ",15,9845,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1988",1988-10-17,"SIMRAD               ",15,21554,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1988",1989-02-24,"SIMRAD               ",15,25452,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1989",1989-06-01,"SIMRAD               ",15,7817,3,1,0,154,63,90,1
"Kennedy Lake (Main)","1989",1989-06-02,NA,NA,NA,6,2,0,564,431,132,1
"Kennedy Lake (Main)","1989",1989-06-03,NA,NA,NA,7,2,0,620,252,368,0
"Kennedy Lake (Main)","1989",1989-09-27,"SIMRAD               ",15,15239,3,0,0,209,4,205,0
"Kennedy Lake (Main)","1989",1989-09-28,NA,NA,NA,11,2,0,284,70,213,1
"Kennedy Lake (Main)","1989",1989-09-29,NA,NA,NA,6,1,0,374,5,369,0
"Kennedy Lake (Main)","1989",1990-02-15,"SIMRAD               ",15,19654,4,1,0,102,20,82,0
"Kennedy Lake (Main)","1989",1990-02-16,NA,NA,NA,11,2,0,242,67,175,0
"Kennedy Lake (Main)","1990",1990-05-29,"SIMRAD               ",15,4885,3,2,0,101,0,101,0
"Kennedy Lake (Main)","1990",1990-05-30,NA,NA,NA,5,1,0,82,1,81,0
"Kennedy Lake (Main)","1990",1990-05-31,NA,NA,NA,3,0,0,102,12,90,0
"Kennedy Lake (Main)","1990",1990-06-01,NA,NA,NA,7,0,0,243,28,215,0
"Kennedy Lake (Main)","1990",1990-07-19,"SIMRAD               ",15,4832,4,1,0,52,1,51,0
"Kennedy Lake (Main)","1990",1990-07-20,NA,NA,NA,2,1,0,32,1,31,0
"Kennedy Lake (Main)","1990",1990-09-07,"SIMRAD               ",15,7793,4,1,0,81,7,74,0
"Kennedy Lake (Main)","1990",1990-09-08,NA,NA,NA,6,0,0,175,4,171,0
"Kennedy Lake (Main)","1990",1990-09-09,NA,NA,NA,8,1,0,150,6,144,0
"Kennedy Lake (Main)","1990",1991-02-15,"SIMRAD               ",15,7202,2,0,0,26,2,24,0
"Kennedy Lake (Main)","1990",1991-02-16,NA,NA,NA,4,0,0,45,11,34,0
"Kennedy Lake (Main)","1990",1991-02-17,NA,NA,NA,4,0,0,43,8,35,0
"Kennedy Lake (Main)","1991",1991-10-23,"SIMRAD               ",15,16429,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1991",1991-10-24,NA,NA,NA,7,1,0,424,2,421,1
"Kennedy Lake (Main)","1992",1993-02-11,"SIMRAD               ",15,14339,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1993",1993-10-22,"SIMRAD               ",15,8418,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1993",1994-02-09,"SIMRAD               ",15,5673,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1994",1994-11-01,"SIMRAD               ",15,14737,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1994",1995-01-14,"SIMRAD               ",15,8673,1,1,0,4,1,3,0
"Kennedy Lake (Main)","1994",1995-01-20,NA,NA,NA,6,0,0,503,416,87,0
"Kennedy Lake (Main)","1995",1995-07-24,"SIMRAD               ",15,4001,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1995",1995-07-25,"SIMRAD               ",15,4296,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1995",1995-10-28,"SIMRAD               ",15,10982,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1995",1996-02-11,"SIMRAD               ",15,6678,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1995",1996-02-12,NA,NA,NA,14,2,0,562,3,559,0
"Kennedy Lake (Main)","1995",1996-02-13,NA,NA,NA,3,0,0,233,1,232,0
"Kennedy Lake (Main)","1996",1996-10-30,"SIMRAD               ",15,15567,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1996",1996-11-01,NA,NA,NA,8,0,0,356,0,356,0
"Kennedy Lake (Main)","1996",1997-02-20,NA,NA,NA,5,0,0,653,6,647,0
"Kennedy Lake (Main)","1997",1997-10-16,"SIMRAD               ",15,11489,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1997",1998-02-16,"SIMRAD               ",15,14098,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","1999",2000-02-02,"SIMRAD               ",15,6685,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","2000",2000-10-24,"SIMRAD               ",15,13480,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","2000",2000-10-25,"SIMRAD               ",15,12324,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","2001",2002-02-25,"SIMRAD               ",15,6628,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","2002",2002-12-18,"SIMRAD               ",15,9161,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","2004",2005-02-08,"SIMRAD               ",15,13110,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","2005",2006-02-21,"SIMRAD               ",15,6406,NA,NA,NA,NA,NA,NA,NA
"Kennedy Lake (Main)","2006",2007-01-15,"SIMRAD               ",15,2939,NA,NA,NA,NA,NA,NA,NA
"Khtada Lake","1997",1997-10-02,"SIMRAD               ",14,1419,NA,NA,NA,NA,NA,NA,NA
"Kingsalmon Lake","2000",2000-08-30,"SIMRAD               ",8,3323,NA,NA,NA,NA,NA,NA,NA
"Kitlope Lake","1978",1978-06-29,"FURUNO FM 22         ",4,681,2,0,60,6,6,0,0
"Kitlope Lake","1978",1978-06-30,NA,NA,NA,3,0,90,44,44,0,0
"Kitlope Lake","1978",1978-09-15,"FURUNO FM 22         ",4,434,5,0,163,16,13,3,0
"Kitlope Lake","1979",1979-07-19,NA,NA,NA,2,0,60,34,32,2,0
"Kitlope Lake","1979",1979-07-20,NA,NA,NA,3,0,90,24,23,1,0
"Kitlope Lake","1979",1979-10-18,"FURUNO FM 22         ",4,517,4,0,120,56,56,0,0
"Kitlope Lake","1979",1979-10-19,NA,NA,NA,1,0,30,11,9,2,0
"Kitlope Lake","1980",1980-09-24,"FURUNO FM 22         ",4,117,3,2,90,25,7,16,2
"Kitlope Lake","1980",1980-09-25,NA,NA,NA,2,2,60,11,3,8,0
"Kitwanga Lake","1995",1995-10-09,"SIMRAD               ",6,73,NA,NA,NA,NA,NA,NA,NA
"Kitwanga Lake","1995",1995-10-10,NA,NA,NA,2,0,0,4,4,0,0
"Klukshu Lake","1988",1988-08-31,NA,NA,NA,6,1,74,90,90,0,0
"Kwinageese Lake","1991",1991-09-07,"SIMRAD               ",5,47,NA,NA,NA,NA,NA,NA,NA
"Kwinageese Lake","1991",1991-09-08,"SIMRAD               ",5,18,NA,NA,NA,NA,NA,NA,NA
"L Trapper Lake","1993",1993-09-07,"SIMRAD               ",5,1406,NA,NA,NA,NA,NA,NA,NA
"L Trapper Lake","1994",1994-09-08,"SIMRAD               ",5,3538,NA,NA,NA,NA,NA,NA,NA
"L Trapper Lake","1995",1995-09-14,"SIMRAD               ",5,NA,NA,NA,NA,NA,NA,NA,NA
"Link Lake","1988",1988-09-02,"SIMRAD               ",10,350,1,0,0,1,1,0,0
"Link Lake","1988",1988-09-03,NA,NA,NA,3,0,0,8,8,0,0
"Link Lake","1988",1988-09-04,NA,NA,NA,2,0,0,4,4,0,0
"Link Lake","1991",1991-08-22,"SIMRAD               ",10,205,NA,NA,NA,NA,NA,NA,NA
"Link Lake","1991",1991-08-23,NA,NA,NA,2,0,0,3,3,0,0
"Long Lake","1977",1978-02-15,NA,NA,NA,4,0,70,333,67,266,0
"Long Lake","1978",1978-08-23,NA,NA,NA,2,0,40,7,7,0,0
"Long Lake","1978",1978-08-24,NA,NA,NA,2,0,45,30,30,0,0
"Long Lake","1978",1979-03-21,NA,NA,NA,1,0,10,24,24,0,0
"Long Lake","1978",1979-03-22,NA,NA,NA,4,0,80,55,55,0,0
"Long Lake","1979",1979-08-28,NA,NA,NA,6,0,51,624,0,624,0
"Long Lake","1980",1980-05-13,NA,NA,NA,1,0,10,154,3,151,0
"Long Lake","1980",1980-05-14,NA,NA,NA,1,0,5,15,3,12,0
"Long Lake","1980",1980-08-14,NA,NA,NA,3,0,30,339,15,324,0
"Long Lake","1980",1980-08-15,NA,NA,NA,2,0,30,263,26,237,0
"Long Lake","1980",1980-10-22,NA,NA,NA,4,0,50,212,22,190,0
"Long Lake","1980",1981-02-26,NA,NA,NA,5,0,75,421,11,410,0
"Long Lake","1981",1981-08-24,NA,NA,NA,1,0,15,27,19,8,0
"Long Lake","1981",1981-08-25,NA,NA,NA,3,0,40,287,214,73,0
"Long Lake","1981",1981-09-25,NA,NA,NA,3,1,55,119,51,68,0
"Long Lake","1981",1981-09-26,NA,NA,NA,2,0,45,77,33,44,0
"Long Lake","1982",1982-07-25,NA,NA,NA,3,0,60,55,31,24,0
"Long Lake","1982",1982-07-26,NA,NA,NA,3,0,60,58,37,21,0
"Long Lake","1982",1982-08-16,NA,NA,NA,6,1,120,191,144,47,0
"Long Lake","1982",1982-11-24,NA,NA,NA,6,2,125,109,91,17,1
"Long Lake","1982",1982-11-26,NA,NA,NA,1,0,15,10,9,1,0
"Long Lake","1983",1983-05-06,NA,NA,NA,3,2,55,173,136,0,37
"Long Lake","1983",1983-06-03,NA,NA,NA,2,1,25,234,148,86,0
"Long Lake","1983",1983-06-04,NA,NA,NA,2,0,30,24,3,21,0
"Long Lake","1983",1983-06-05,NA,NA,NA,2,0,30,34,27,7,0
"Long Lake","1983",1983-07-18,NA,NA,NA,2,1,30,414,186,228,0
"Long Lake","1983",1983-07-19,NA,NA,NA,4,1,60,98,47,51,0
"Long Lake","1983",1983-08-24,NA,NA,NA,3,1,55,113,42,71,0
"Long Lake","1983",1983-08-25,NA,NA,NA,2,0,35,86,74,12,0
"Long Lake","1983",1983-11-15,NA,NA,NA,5,1,60,235,146,89,0
"Long Lake","1984",1984-09-14,NA,NA,NA,11,3,166,414,119,295,0
"Long Lake","1984",1984-09-15,NA,NA,NA,11,3,165,645,79,566,0
"Long Lake","1984",1984-11-10,NA,NA,NA,4,0,60,129,13,116,0
"Long Lake","1984",1984-11-11,NA,NA,NA,6,1,90,261,51,210,0
"Long Lake","1984",1984-11-12,NA,NA,NA,12,3,180,135,57,78,0
"Long Lake","1985",1985-09-12,NA,NA,NA,10,3,150,154,88,66,0
"Long Lake","1985",1985-09-13,NA,NA,NA,7,0,105,104,25,79,0
"Long Lake","1985",1986-02-11,NA,NA,NA,10,0,150,78,5,73,0
"Long Lake","1985",1986-02-12,NA,NA,NA,8,0,120,191,16,175,0
"Long Lake","1986",1986-07-30,NA,NA,NA,12,3,180,179,35,144,0
"Long Lake","1986",1986-07-31,NA,NA,NA,9,3,135,204,24,180,0
"Long Lake","1986",1986-08-01,NA,NA,NA,2,0,30,25,4,21,0
"Long Lake","1986",1986-11-08,NA,NA,NA,9,3,135,315,48,267,0
"Long Lake","1986",1986-11-09,NA,NA,NA,14,2,210,366,63,303,0
"Long Lake","1987",1987-07-18,NA,NA,NA,9,1,0,332,215,117,0
"Long Lake","1987",1987-07-19,NA,NA,NA,8,1,0,162,138,24,0
"Long Lake","1987",1987-09-08,NA,NA,NA,7,2,0,174,93,81,0
"Long Lake","1987",1987-09-09,NA,NA,NA,6,1,0,650,327,323,0
"Long Lake","1987",1987-09-10,NA,NA,NA,3,1,0,34,33,1,0
"Long Lake","1988",1988-09-14,NA,NA,NA,4,2,0,271,1,270,0
"Long Lake","1988",1988-09-15,NA,NA,NA,6,0,0,286,247,39,0
"Long Lake","1988",1988-09-16,NA,NA,NA,5,2,0,71,57,14,0
"Long Lake","1988",1989-03-21,NA,NA,NA,4,0,0,261,71,190,0
"Long Lake","1988",1989-03-22,NA,NA,NA,4,0,0,186,51,135,0
"Long Lake","1988",1989-03-23,NA,NA,NA,8,0,0,249,163,85,1
"Long Lake","1988",1989-03-24,NA,NA,NA,3,0,0,16,15,0,1
"Long Lake","1989",1989-06-25,NA,NA,NA,5,2,0,920,289,631,0
"Long Lake","1989",1989-06-26,NA,NA,NA,5,2,0,478,219,258,1
"Long Lake","1989",1989-06-27,NA,NA,NA,9,2,0,423,231,192,0
"Long Lake","1989",1989-09-16,NA,NA,NA,4,1,0,276,29,247,0
"Long Lake","1989",1989-09-17,NA,NA,NA,3,0,0,99,74,25,0
"Long Lake","1989",1990-03-01,NA,NA,NA,5,1,0,451,54,397,0
"Long Lake","1989",1990-03-02,NA,NA,NA,8,1,0,405,55,350,0
"Long Lake","1989",1990-03-03,NA,NA,NA,1,0,0,31,1,30,0
"Long Lake","1990",1991-03-10,NA,NA,NA,3,1,0,98,46,52,0
"Long Lake","1990",1991-03-11,NA,NA,NA,8,1,0,363,27,336,0
"Long Lake","1990",1991-03-12,NA,NA,NA,3,0,0,248,24,224,0
"Long Lake","1991",1991-06-29,NA,NA,NA,7,3,0,236,11,224,1
"Long Lake","1991",1991-06-30,NA,NA,NA,4,1,0,453,107,346,0
"Long Lake","1991",1992-03-04,NA,NA,NA,5,1,0,167,45,122,0
"Long Lake","1991",1992-03-05,NA,NA,NA,9,0,0,169,71,98,0
"Long Lake","1992",1992-07-14,NA,NA,NA,10,2,0,704,620,84,0
"Long Lake","1992",1992-07-15,NA,NA,NA,5,1,0,201,117,84,0
"Long Lake","1992",1992-07-16,NA,NA,NA,2,1,0,53,33,20,0
"Long Lake","1992",1992-07-19,NA,NA,NA,1,1,0,17,17,0,0
"Long Lake","1992",1992-10-12,NA,NA,NA,4,1,0,384,220,164,0
"Long Lake","1992",1992-10-13,NA,NA,NA,5,1,0,342,191,151,0
"Long Lake","1992",1992-10-14,NA,NA,NA,1,0,0,98,98,0,0
"Long Lake","1993",1993-07-24,NA,NA,NA,4,1,0,355,165,190,0
"Long Lake","1993",1993-07-25,NA,NA,NA,4,1,0,294,139,155,0
"Long Lake","1993",1993-07-26,NA,NA,NA,7,3,0,686,197,489,0
"Long Lake","1993",1994-03-08,NA,NA,NA,11,1,15,308,65,243,0
"Long Lake","1993",1994-03-09,NA,NA,NA,3,0,15,92,26,66,0
"Long Lake","1994",1995-03-23,NA,NA,NA,8,1,0,300,138,162,0
"Long Lake","1994",1995-03-25,NA,NA,NA,3,0,0,205,2,203,0
